label,tcc,tt_ccu,x_phi,y_eta,status
EB+16,70,14,312.0,20.0,4.0
EB+11,65,17,216.0,23.0,1.0
EB+06,60,21,118.0,26.0,11.0
EB+03,57,26,53.0,31.0,11.0
EB+09,63,26,172.0,31.0,4.0
EB+13,67,26,253.0,31.0,4.0
EB+01,55,27,6.0,33.0,11.0
EB+17,71,27,326.0,34.0,11.0
EB+03,57,31,48.0,36.0,11.0
EB+01,55,30,15.0,37.0,11.0
EB+13,67,31,246.0,40.0,11.0
EB+04,58,33,80.0,41.0,2.0
EB+13,67,36,244.0,43.0,11.0
EB+16,70,35,307.0,44.0,4.0
EB+01,55,33,17.0,45.0,11.0
EB+09,63,34,175.0,45.0,4.0
EB+09,63,33,180.0,45.0,4.0
EB+18,72,36,343.0,45.0,11.0
EB+17,71,39,329.0,46.0,4.0
EB+17,71,37,336.0,49.0,11.0
EB+02,56,42,31.0,51.0,12.0
EB+02,56,42,32.0,51.0,12.0
EB+02,56,42,33.0,51.0,12.0
EB+02,56,42,34.0,51.0,12.0
EB+02,56,42,35.0,51.0,12.0
EB+06,60,43,106.0,51.0,13.0
EB+06,60,43,107.0,51.0,13.0
EB+06,60,43,108.0,51.0,13.0
EB+06,60,43,109.0,51.0,13.0
EB+06,60,43,110.0,51.0,13.0
EB+09,63,42,171.0,51.0,14.0
EB+09,63,42,172.0,51.0,14.0
EB+09,63,42,173.0,51.0,14.0
EB+09,63,42,174.0,51.0,14.0
EB+09,63,42,175.0,51.0,14.0
EB+06,60,43,106.0,52.0,13.0
EB+06,60,43,107.0,52.0,13.0
EB+06,60,43,108.0,52.0,13.0
EB+06,60,43,109.0,52.0,13.0
EB+06,60,43,110.0,52.0,13.0
EB+09,63,42,171.0,52.0,14.0
EB+09,63,42,172.0,52.0,14.0
EB+09,63,42,173.0,52.0,14.0
EB+09,63,42,174.0,52.0,14.0
EB+09,63,42,175.0,52.0,14.0
EB+12,66,43,230.0,52.0,2.0
EB+13,67,41,258.0,52.0,11.0
EB+06,60,43,106.0,53.0,13.0
EB+06,60,43,107.0,53.0,13.0
EB+06,60,43,108.0,53.0,13.0
EB+06,60,43,109.0,53.0,13.0
EB+06,60,43,110.0,53.0,13.0
EB+09,63,42,171.0,53.0,14.0
EB+09,63,42,172.0,53.0,14.0
EB+09,63,42,173.0,53.0,14.0
EB+09,63,42,174.0,53.0,14.0
EB+09,63,42,175.0,53.0,14.0
EB+13,67,41,257.0,53.0,4.0
EB+13,67,41,260.0,53.0,4.0
EB+06,60,43,106.0,54.0,13.0
EB+06,60,43,107.0,54.0,13.0
EB+06,60,43,108.0,54.0,13.0
EB+06,60,43,109.0,54.0,13.0
EB+06,60,43,110.0,54.0,13.0
EB+09,63,42,171.0,54.0,14.0
EB+09,63,42,172.0,54.0,14.0
EB+09,63,42,173.0,54.0,14.0
EB+09,63,42,174.0,54.0,14.0
EB+09,63,42,175.0,54.0,14.0
EB+10,64,43,188.0,54.0,3.0
EB+06,60,43,106.0,55.0,13.0
EB+06,60,43,107.0,55.0,13.0
EB+06,60,43,108.0,55.0,13.0
EB+06,60,43,109.0,55.0,13.0
EB+06,60,43,110.0,55.0,13.0
EB+09,63,42,171.0,55.0,14.0
EB+09,63,42,172.0,55.0,14.0
EB+09,63,42,173.0,55.0,14.0
EB+09,63,42,174.0,55.0,14.0
EB+09,63,42,175.0,55.0,14.0
EB+03,57,47,46.0,56.0,13.0
EB+03,57,47,47.0,56.0,13.0
EB+03,57,47,48.0,56.0,13.0
EB+03,57,47,49.0,56.0,13.0
EB+03,57,47,50.0,56.0,13.0
EB+03,57,47,46.0,57.0,13.0
EB+03,57,47,47.0,57.0,13.0
EB+03,57,47,48.0,57.0,13.0
EB+03,57,47,49.0,57.0,13.0
EB+03,57,47,50.0,57.0,13.0
EB+09,63,45,176.0,57.0,4.0
EB+03,57,47,46.0,58.0,13.0
EB+03,57,47,47.0,58.0,13.0
EB+03,57,47,48.0,58.0,13.0
EB+03,57,47,49.0,58.0,13.0
EB+03,57,47,50.0,58.0,13.0
EB+17,71,46,332.0,58.0,4.0
EB+03,57,47,46.0,59.0,13.0
EB+03,57,47,47.0,59.0,13.0
EB+03,57,47,48.0,59.0,13.0
EB+03,57,47,49.0,59.0,13.0
EB+03,57,47,50.0,59.0,13.0
EB+08,62,47,149.0,59.0,11.0
EB+03,57,47,46.0,60.0,13.0
EB+03,57,47,47.0,60.0,13.0
EB+03,57,47,48.0,60.0,13.0
EB+03,57,47,49.0,60.0,13.0
EB+03,57,47,50.0,60.0,13.0
EB+03,57,51,48.0,61.0,4.0
EB+10,64,50,191.0,61.0,13.0
EB+10,64,50,192.0,61.0,13.0
EB+10,64,50,193.0,61.0,13.0
EB+10,64,50,194.0,61.0,13.0
EB+10,64,50,195.0,61.0,13.0
EB+10,64,50,191.0,62.0,13.0
EB+10,64,50,192.0,62.0,13.0
EB+10,64,50,193.0,62.0,13.0
EB+10,64,50,194.0,62.0,13.0
EB+10,64,50,195.0,62.0,13.0
EB+10,64,50,191.0,63.0,13.0
EB+10,64,50,192.0,63.0,13.0
EB+10,64,50,193.0,63.0,13.0
EB+10,64,50,194.0,63.0,13.0
EB+10,64,50,195.0,63.0,13.0
EB+15,69,52,281.0,63.0,4.0
EB+10,64,50,191.0,64.0,13.0
EB+10,64,50,192.0,64.0,13.0
EB+10,64,50,193.0,64.0,13.0
EB+10,64,50,194.0,64.0,13.0
EB+10,64,50,195.0,64.0,13.0
EB+10,64,50,191.0,65.0,13.0
EB+10,64,50,192.0,65.0,13.0
EB+10,64,50,193.0,65.0,13.0
EB+10,64,50,194.0,65.0,13.0
EB+10,64,50,195.0,65.0,13.0
EB+08,62,55,146.0,66.0,11.0
EB+17,71,56,322.0,66.0,11.0
EB+02,56,55,28.0,67.0,4.0
EB+16,70,53,316.0,67.0,4.0
EB+04,58,54,74.0,68.0,4.0
EB+08,62,56,143.0,68.0,4.0
EB+14,68,56,262.0,68.0,11.0
EB+08,62,59,150.0,71.0,11.0
EB+18,72,60,341.0,71.0,13.0
EB+18,72,60,342.0,71.0,13.0
EB+18,72,60,343.0,71.0,13.0
EB+18,72,60,344.0,71.0,13.0
EB+18,72,60,345.0,71.0,13.0
EB+18,72,60,341.0,72.0,13.0
EB+18,72,60,342.0,72.0,13.0
EB+18,72,60,343.0,72.0,13.0
EB+18,72,60,344.0,72.0,13.0
EB+18,72,60,345.0,72.0,13.0
EB+18,72,60,341.0,73.0,13.0
EB+18,72,60,342.0,73.0,13.0
EB+18,72,60,343.0,73.0,13.0
EB+18,72,60,344.0,73.0,13.0
EB+18,72,60,345.0,73.0,13.0
EB+18,72,60,341.0,74.0,13.0
EB+18,72,60,342.0,74.0,13.0
EB+18,72,60,343.0,74.0,13.0
EB+18,72,60,344.0,74.0,13.0
EB+18,72,60,345.0,74.0,13.0
EB+18,72,60,341.0,75.0,13.0
EB+18,72,60,342.0,75.0,13.0
EB+18,72,60,343.0,75.0,13.0
EB+18,72,60,344.0,75.0,13.0
EB+18,72,60,345.0,75.0,13.0
EB+18,72,58,354.0,75.0,11.0
EB+18,72,61,359.0,76.0,3.0
EB+06,60,62,113.0,77.0,11.0
EB+01,55,61,19.0,78.0,4.0
EB+10,64,62,191.0,78.0,4.0
EB+09,63,67,166.0,81.0,13.0
EB+09,63,67,167.0,81.0,13.0
EB+09,63,67,168.0,81.0,13.0
EB+09,63,67,169.0,81.0,13.0
EB+09,63,67,170.0,81.0,13.0
EB+12,66,68,221.0,81.0,12.0
EB+12,66,68,222.0,81.0,12.0
EB+12,66,68,223.0,81.0,12.0
EB+12,66,68,224.0,81.0,12.0
EB+12,66,68,225.0,81.0,12.0
EB+18,72,65,356.0,81.0,13.0
EB+18,72,65,357.0,81.0,13.0
EB+18,72,65,358.0,81.0,13.0
EB+18,72,65,359.0,81.0,13.0
EB+18,72,65,360.0,81.0,13.0
EB+02,56,66,32.0,82.0,11.0
EB+09,63,67,166.0,82.0,13.0
EB+09,63,67,167.0,82.0,13.0
EB+09,63,67,168.0,82.0,13.0
EB+09,63,67,169.0,82.0,13.0
EB+09,63,67,170.0,82.0,13.0
EB+12,66,68,221.0,82.0,12.0
EB+12,66,68,222.0,82.0,12.0
EB+12,66,68,223.0,82.0,12.0
EB+12,66,68,224.0,82.0,12.0
EB+12,66,68,225.0,82.0,12.0
EB+13,67,65,259.0,82.0,4.0
EB+18,72,65,356.0,82.0,13.0
EB+18,72,65,357.0,82.0,13.0
EB+18,72,65,358.0,82.0,13.0
EB+18,72,65,359.0,82.0,13.0
EB+18,72,65,360.0,82.0,13.0
EB+09,63,67,166.0,83.0,13.0
EB+09,63,67,167.0,83.0,13.0
EB+09,63,67,168.0,83.0,13.0
EB+09,63,67,169.0,83.0,13.0
EB+09,63,67,170.0,83.0,13.0
EB+12,66,68,221.0,83.0,12.0
EB+12,66,68,222.0,83.0,12.0
EB+12,66,68,223.0,83.0,12.0
EB+12,66,68,224.0,83.0,12.0
EB+12,66,68,225.0,83.0,12.0
EB+18,72,65,356.0,83.0,13.0
EB+18,72,65,357.0,83.0,13.0
EB+18,72,65,358.0,83.0,13.0
EB+18,72,65,359.0,83.0,13.0
EB+18,72,65,360.0,83.0,13.0
EB+09,63,67,166.0,84.0,13.0
EB+09,63,67,167.0,84.0,13.0
EB+09,63,67,168.0,84.0,13.0
EB+09,63,67,169.0,84.0,13.0
EB+09,63,67,170.0,84.0,13.0
EB+18,72,65,356.0,84.0,13.0
EB+18,72,65,357.0,84.0,13.0
EB+18,72,65,358.0,84.0,13.0
EB+18,72,65,359.0,84.0,13.0
EB+18,72,65,360.0,84.0,13.0
EB+09,63,67,166.0,85.0,13.0
EB+09,63,67,167.0,85.0,13.0
EB+09,63,67,168.0,85.0,13.0
EB+09,63,67,169.0,85.0,13.0
EB+09,63,67,170.0,85.0,13.0
EB+09,63,66,171.0,85.0,11.0
EB+18,72,65,356.0,85.0,13.0
EB+18,72,65,357.0,85.0,13.0
EB+18,72,65,358.0,85.0,13.0
EB+18,72,65,359.0,85.0,13.0
EB+18,72,65,360.0,85.0,13.0
EE-05,32,13,41.0,2.0,11.0
EE-05,33,39,52.0,11.0,11.0
EE-05,32,1,39.0,14.0,11.0
EE-05,15,32,51.0,26.0,142.0
EE-05,15,32,52.0,26.0,142.0
EE-05,15,32,53.0,26.0,142.0
EE-05,15,32,54.0,26.0,142.0
EE-05,15,32,55.0,26.0,142.0
EE-05,15,32,51.0,27.0,142.0
EE-05,15,32,52.0,27.0,142.0
EE-05,15,32,53.0,27.0,142.0
EE-05,15,32,54.0,27.0,142.0
EE-05,15,32,55.0,27.0,142.0
EE-05,15,32,51.0,28.0,142.0
EE-05,15,32,52.0,28.0,142.0
EE-05,15,32,53.0,28.0,142.0
EE-05,15,32,54.0,28.0,142.0
EE-05,15,32,55.0,28.0,142.0
EE-05,15,32,51.0,29.0,142.0
EE-05,15,32,52.0,29.0,142.0
EE-05,15,32,53.0,29.0,142.0
EE-05,15,32,54.0,29.0,142.0
EE-05,15,32,55.0,29.0,142.0
EE-03,29,33,10.0,30.0,2.0
EE-05,15,32,51.0,30.0,142.0
EE-05,15,32,52.0,30.0,142.0
EE-05,15,32,53.0,30.0,142.0
EE-05,15,32,54.0,30.0,142.0
EE-05,15,32,55.0,30.0,142.0
EE-04,12,6,26.0,31.0,142.0
EE-04,12,6,27.0,31.0,142.0
EE-04,12,6,28.0,31.0,142.0
EE-04,12,6,29.0,31.0,142.0
EE-04,12,6,30.0,31.0,142.0
EE-04,12,6,26.0,32.0,142.0
EE-04,12,6,27.0,32.0,142.0
EE-04,12,6,28.0,32.0,142.0
EE-04,12,6,29.0,32.0,142.0
EE-04,12,6,30.0,32.0,142.0
EE-04,12,6,26.0,33.0,142.0
EE-04,12,6,27.0,33.0,142.0
EE-04,12,6,28.0,33.0,142.0
EE-04,12,6,29.0,33.0,142.0
EE-04,12,6,30.0,33.0,142.0
EE-04,12,6,26.0,34.0,142.0
EE-04,12,6,27.0,34.0,142.0
EE-04,12,6,28.0,34.0,142.0
EE-04,12,6,29.0,34.0,142.0
EE-04,12,6,30.0,34.0,142.0
EE-04,12,6,26.0,35.0,142.0
EE-04,12,6,27.0,35.0,142.0
EE-04,12,6,28.0,35.0,142.0
EE-04,12,6,29.0,35.0,142.0
EE-04,12,6,30.0,35.0,142.0
EE-05,15,30,55.0,36.0,2.0
EE-07,18,27,82.0,36.0,2.0
EE-06,16,21,58.0,41.0,11.0
EE-06,17,1,64.0,41.0,2.0
EE-03,28,24,1.0,42.0,3.0
EE-07,19,17,100.0,46.0,3.0
EE-07,1,10,64.0,49.0,11.0
EE-03,28,17,1.0,50.0,3.0
EE-03,10,6,16.0,52.0,2.0
EE-07,19,2,99.0,56.0,3.0
EE-02,9,27,33.0,58.0,11.0
EE-02,8,25,41.0,60.0,2.0
EE-08,2,21,76.0,61.0,2.0
EE-08,3,18,64.0,62.0,11.0
EE-01,6,11,46.0,67.0,2.0
EE-08,3,13,71.0,67.0,2.0
EE-02,27,17,7.0,68.0,3.0
EE-08,21,6,86.0,76.0,14.0
EE-08,21,6,87.0,76.0,14.0
EE-08,21,6,88.0,76.0,14.0
EE-08,21,6,89.0,76.0,14.0
EE-08,21,6,90.0,76.0,14.0
EE-08,21,6,86.0,77.0,14.0
EE-08,21,6,87.0,77.0,14.0
EE-08,21,6,88.0,77.0,14.0
EE-08,21,6,89.0,77.0,14.0
EE-08,21,6,90.0,77.0,14.0
EE-08,21,6,86.0,78.0,14.0
EE-08,21,6,87.0,78.0,14.0
EE-08,21,6,88.0,78.0,14.0
EE-08,21,6,89.0,78.0,14.0
EE-08,21,6,90.0,78.0,14.0
EE-08,21,6,86.0,79.0,14.0
EE-08,21,6,87.0,79.0,14.0
EE-08,21,6,88.0,79.0,14.0
EE-08,21,6,89.0,79.0,14.0
EE-08,21,6,90.0,79.0,14.0
EE-01,7,29,30.0,80.0,3.0
EE-08,21,6,86.0,80.0,14.0
EE-08,21,6,87.0,80.0,14.0
EE-08,21,6,88.0,80.0,14.0
EE-08,21,6,89.0,80.0,14.0
EE-08,21,6,90.0,80.0,14.0
EE-01,25,21,35.0,87.0,11.0
EE-09,23,7,58.0,88.0,11.0
EE-09,22,23,77.0,89.0,3.0
EE-09,22,23,76.0,90.0,3.0
EE-09,22,23,77.0,90.0,3.0
EE-09,23,2,54.0,94.0,2.0
EE-09,23,6,58.0,94.0,4.0
EE+05,87,17,51.0,1.0,78.0
EE+05,87,17,52.0,1.0,78.0
EE+05,87,17,53.0,1.0,78.0
EE+05,87,17,54.0,1.0,78.0
EE+05,87,17,55.0,1.0,78.0
EE+05,87,17,51.0,2.0,78.0
EE+05,87,17,52.0,2.0,78.0
EE+05,87,17,53.0,2.0,78.0
EE+05,87,17,54.0,2.0,78.0
EE+05,87,17,55.0,2.0,78.0
EE+05,87,17,51.0,3.0,78.0
EE+05,87,17,52.0,3.0,78.0
EE+05,87,17,53.0,3.0,78.0
EE+05,87,17,54.0,3.0,78.0
EE+05,87,17,55.0,3.0,78.0
EE+05,87,17,51.0,4.0,78.0
EE+05,87,17,52.0,4.0,78.0
EE+05,87,17,53.0,4.0,78.0
EE+05,87,17,54.0,4.0,78.0
EE+05,87,17,55.0,4.0,78.0
EE+05,86,27,38.0,5.0,11.0
EE+05,87,17,51.0,5.0,78.0
EE+05,87,17,52.0,5.0,78.0
EE+05,87,17,53.0,5.0,78.0
EE+05,87,17,54.0,5.0,78.0
EE+05,87,17,55.0,5.0,78.0
EE+05,86,40,49.0,6.0,11.0
EE+06,88,21,76.0,10.0,11.0
EE+06,88,28,70.0,11.0,4.0
EE+04,85,23,31.0,16.0,142.0
EE+04,85,23,32.0,16.0,142.0
EE+04,85,23,33.0,16.0,142.0
EE+04,85,23,34.0,16.0,142.0
EE+04,85,23,35.0,16.0,142.0
EE+05,105,10,56.0,16.0,13.0
EE+05,105,10,57.0,16.0,13.0
EE+05,105,10,58.0,16.0,13.0
EE+05,105,10,59.0,16.0,13.0
EE+05,105,10,60.0,16.0,13.0
EE+04,85,23,31.0,17.0,142.0
EE+04,85,23,32.0,17.0,142.0
EE+04,85,23,33.0,17.0,142.0
EE+04,85,23,34.0,17.0,142.0
EE+04,85,23,35.0,17.0,142.0
EE+05,105,10,56.0,17.0,13.0
EE+05,105,10,57.0,17.0,13.0
EE+05,105,10,58.0,17.0,13.0
EE+05,105,10,59.0,17.0,13.0
EE+05,105,10,60.0,17.0,13.0
EE+04,85,23,31.0,18.0,142.0
EE+04,85,23,32.0,18.0,142.0
EE+04,85,23,33.0,18.0,142.0
EE+04,85,23,34.0,18.0,142.0
EE+04,85,23,35.0,18.0,142.0
EE+05,105,10,56.0,18.0,13.0
EE+05,105,10,57.0,18.0,13.0
EE+05,105,10,58.0,18.0,13.0
EE+05,105,10,59.0,18.0,13.0
EE+05,105,10,60.0,18.0,13.0
EE+04,85,23,31.0,19.0,142.0
EE+04,85,23,32.0,19.0,142.0
EE+04,85,23,33.0,19.0,142.0
EE+04,85,23,34.0,19.0,142.0
EE+04,103,23,35.0,19.0,142.0
EE+04,103,22,38.0,19.0,2.0
EE+05,105,10,56.0,19.0,13.0
EE+05,105,10,57.0,19.0,13.0
EE+05,105,10,58.0,19.0,13.0
EE+05,105,10,59.0,19.0,13.0
EE+05,105,10,60.0,19.0,13.0
EE+04,85,23,31.0,20.0,142.0
EE+04,103,23,32.0,20.0,142.0
EE+04,103,23,33.0,20.0,142.0
EE+04,103,23,34.0,20.0,142.0
EE+04,103,23,35.0,20.0,142.0
EE+05,105,10,56.0,20.0,13.0
EE+05,105,10,57.0,20.0,13.0
EE+05,105,10,58.0,20.0,13.0
EE+05,105,10,59.0,20.0,13.0
EE+05,105,10,60.0,20.0,13.0
EE+06,89,18,80.0,22.0,2.0
EE+06,89,12,81.0,26.0,13.0
EE+06,89,12,82.0,26.0,13.0
EE+06,89,12,83.0,26.0,13.0
EE+06,89,12,84.0,26.0,13.0
EE+06,89,12,85.0,26.0,13.0
EE+04,103,9,34.0,27.0,11.0
EE+05,105,8,52.0,27.0,2.0
EE+06,89,12,81.0,27.0,13.0
EE+06,89,12,82.0,27.0,13.0
EE+06,89,12,83.0,27.0,13.0
EE+06,89,12,84.0,27.0,13.0
EE+06,89,12,85.0,27.0,13.0
EE+06,89,12,81.0,28.0,13.0
EE+06,89,12,82.0,28.0,13.0
EE+06,89,12,83.0,28.0,13.0
EE+06,89,12,84.0,28.0,13.0
EE+06,89,12,85.0,28.0,13.0
EE+06,89,12,81.0,29.0,13.0
EE+06,89,12,82.0,29.0,13.0
EE+06,89,12,83.0,29.0,13.0
EE+06,89,12,84.0,29.0,13.0
EE+06,89,12,85.0,29.0,13.0
EE+06,89,12,81.0,30.0,13.0
EE+06,89,12,82.0,30.0,13.0
EE+06,89,12,83.0,30.0,13.0
EE+06,89,12,84.0,30.0,13.0
EE+06,89,12,85.0,30.0,13.0
EE+06,106,4,62.0,32.0,11.0
EE+03,83,30,6.0,33.0,2.0
EE+03,83,29,6.0,38.0,12.0
EE+03,83,29,7.0,38.0,12.0
EE+03,83,29,8.0,38.0,12.0
EE+03,83,29,9.0,38.0,12.0
EE+03,83,29,10.0,38.0,12.0
EE+06,107,3,70.0,39.0,11.0
EE+04,102,14,42.0,41.0,11.0
EE+07,91,14,83.0,46.0,11.0
EE+03,101,10,39.0,47.0,11.0
EE+03,82,17,1.0,48.0,12.0
EE+03,82,17,2.0,48.0,12.0
EE+03,82,17,3.0,48.0,12.0
EE+03,82,17,4.0,48.0,12.0
EE+03,82,17,5.0,48.0,12.0
EE+07,91,14,85.0,48.0,11.0
EE+07,91,3,66.0,52.0,2.0
EE+07,91,5,78.0,53.0,11.0
EE+03,82,2,4.0,56.0,11.0
EE+02,100,30,17.0,57.0,11.0
EE+07,73,2,96.0,57.0,2.0
EE+02,98,25,41.0,59.0,3.0
EE+07,73,2,100.0,59.0,2.0
EE+02,98,25,41.0,60.0,3.0
EE+02,98,19,33.0,61.0,4.0
EE+02,99,21,23.0,62.0,4.0
EE+02,81,22,16.0,63.0,2.0
EE+02,99,22,20.0,63.0,11.0
EE+02,99,21,24.0,65.0,2.0
EE+01,97,15,43.0,66.0,2.0
EE+02,98,12,33.0,69.0,2.0
EE+02,81,11,10.0,71.0,3.0
EE+01,97,32,35.0,72.0,11.0
EE+02,80,10,13.0,74.0,11.0
EE+02,98,7,27.0,75.0,1.0
EE+01,96,14,42.0,75.0,2.0
EE+01,96,13,42.0,76.0,11.0
EE+09,95,13,59.0,76.0,11.0
EE+08,75,4,76.0,76.0,78.0
EE+08,75,4,77.0,76.0,78.0
EE+08,75,4,78.0,76.0,78.0
EE+08,75,4,79.0,76.0,78.0
EE+08,75,4,80.0,76.0,78.0
EE+09,95,13,60.0,77.0,11.0
EE+08,75,4,76.0,77.0,78.0
EE+08,75,4,77.0,77.0,78.0
EE+08,75,4,78.0,77.0,78.0
EE+08,75,4,79.0,77.0,78.0
EE+08,75,4,80.0,77.0,78.0
EE+08,75,4,76.0,78.0,78.0
EE+08,75,4,77.0,78.0,78.0
EE+08,75,4,78.0,78.0,78.0
EE+08,75,4,79.0,78.0,78.0
EE+08,75,4,80.0,78.0,78.0
EE+08,75,4,76.0,79.0,78.0
EE+08,75,4,77.0,79.0,78.0
EE+08,75,4,78.0,79.0,78.0
EE+08,75,4,79.0,79.0,78.0
EE+08,75,4,80.0,79.0,78.0
EE+08,75,4,76.0,80.0,78.0
EE+08,75,4,77.0,80.0,78.0
EE+08,75,4,78.0,80.0,78.0
EE+08,75,4,79.0,80.0,78.0
EE+08,75,4,80.0,80.0,78.0
EE+02,80,1,21.0,85.0,4.0
EE+09,76,23,76.0,90.0,3.0
EE+01,78,17,38.0,91.0,11.0
EE+01,79,19,26.0,92.0,11.0
EE+01,79,18,31.0,92.0,11.0
EE+01,78,30,38.0,96.0,2.0
